id;name;street_address;latitude;longitude;phone;email;website;facebook;slug;opening_hours_monday;opening_hours_tuesday;opening_hours_wednesday;opening_hours_thursday;opening_hours_friday;opening_hours_saturday;opening_hours_sunday;opening_hours_description;happy_hours_monday;happy_hours_tuesday;happy_hours_wednesday;happy_hours_thursday;happy_hours_friday;happy_hours_saturday;happy_hours_sunday;happy_hours_description;is_published;is_closed;created_at;updated_at;has_free_wifi;has_air_conditioning;has_television;has_darts;has_foosball;has_pinball;has_pool;has_terrace;has_handicap_access;city_id;postal_code;has_food;offers_description;has_dog_policy;has_board_games;has_live_music;has_dj_set;instagram;description;offers_slogan;capacity_inside;capacity_outside;is_claimed;has_offers;has_take_away;premium_hours_monday;premium_hours_tuesday;premium_hours_wednesday;premium_hours_thursday;premium_hours_friday;premium_hours_saturday;premium_hours_sunday;public_transports_updated_at;secret_key
756;Le Fleurus;6 Boulevard Jourdan;48,8197415;2,3436769;33145810210;NULL;NULL;https://www.facebook.com/Le-fleurus-171124089604067/?ref=br_rs;le-fleurus;11:00/02:00;11:00/02:00;11:00/02:00;11:00/02:00;11:00/02:00;11:00/02:00;11:00/23:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;04/02/2022 15:11;1;NULL;NULL;NULL;NULL;NULL;NULL;1;1;3;75014;1;NULL;NULL;1;NULL;NULL;NULL;"Le soir, le Fleurus est un bar animé.  Juste à côté  de la Cité U, c'est l'endroit parfait pour prendre un verre et/ou dîner. 
On y écoute des groupe de rock, de jazz, de folk, de variété... Bref, de tout tant que c'est bien ! 
Bon à savoir : 
- Soirée karaoké tous les vendredis
- Si tu y fête ton anniv' avec six personnes, alors le Fleurus t'offre une bouteille de champagne !";NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;0bc23c54de90556a60ea903badeaea6d
757;Le Fou;37 bis Rue du Sentier;48,8701778;2,3463115;NULL;NULL;http://lefou.paris;https://www.facebook.com/fouparis/;le-fou;NULL;19:00/02:00;19:00/02:00;19:00/02:00;19:00/02:00;20:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;16/02/2022 15:11;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;3;75002;NULL;NULL;NULL;1;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16/02/2022 15:11;4c5b53ee2c34bfc04a6afc43b0e855d4
758;Le Garde Robe;41 Rue de l'Arbre Sec;48,8610415;2,3424049;NULL;NULL;http://legarderobe.fr;https://www.facebook.com/legarderobeparis/;le-garde-robe;12:00/15:00;12:00/15:00;12:00/15:00;12:00/15:00;12:00/15:00;16:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75001;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;01e7f0abefdf5c8e451b9ed8d152a11e
759;Le Génie Sous Les Etoiles;15 Rue Breguet;48,857637;2,3728355;NULL;NULL;NULL;https://www.facebook.com/LeGenieSousLesEtoiles/;le-genie-sous-les-etoiles;12:00/22:30;12:00/22:30;12:00/22:30;12:00/22:30;12:00/22:30;12:00/22:30;12:00/16:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;23/02/2022 10:09;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75011;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 10:09;32e7e5fa8a8b7e6c5efecb39e4d52b3c
760;Le Gentleman Pub;3bis Rue Hautefeuille;48,8525467;2,343118;33140510180;NULL;http://gentlemanpub.com;https://www.facebook.com/thegentlemanpubparis/;le-gentleman-pub;NULL;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;1;1;1;0;0;0;0;0;0;3;75006;1;Les 4 premières boissons sont en tarifs réduits jusqu'à minuit. Les autres tarifs spéciaux sont valables jusqu'à 22h.;1;0;0;0;NULL;"Le Gentleman pub est un lieu typiquement Parisien à deux pas de la majestueuse Île de la cité. 
Tu pourras y déguster de bonnes bières pressions, de cocktails et de produits locaux pour grignoter. Au Gentleman pub, on aime le côté convivial et les produits de qualité à des prix abordables. 
L'ambiance et la team sont jeunes et dynamiques et tu découvriras leurs soirées animées chaque semaine ! Tu y profiteras aussi de la diffusion des matchs régulièrement. On adore ! Et toi ?";Offres spéciales jusqu'à minuit;NULL;NULL;1;1;NULL;17:00/22:00;17:00/22:00;17:00/22:00;17:00/22:00;17:00/22:00;17:00/22:00;NULL;13/01/2022 15:38;12a1e5ce7a3f4f9f44054212f72e25e1
761;Le Gloster;111 Avenue de la Bourdonnais;48,8550466;2,304583;33147054542;NULL;http://glosterbar.com;https://www.facebook.com/leglosterbar/;le-gloster;NULL;16:00/23:00;16:00/23:00;16:00/00:00;16:00/01:00;16:00/01:00;NULL;NULL;NULL;18:00/21:00;18:00/21:00;18:00/21:00;18:00/21:00;18:00/21:00;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75007;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;1877bf99ad651dfd96e9455800509b7b
762;Le Gorille Paris;1 Rue de Marivaux;48,8705315;2,3372243;33951435556;NULL;NULL;https://www.facebook.com/legorilleparis/;le-gorille-paris;NULL;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;16/02/2022 17:26;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75002;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16/02/2022 14:57;b3535cf8712b6237ad1e20873cacdac0
763;Le Gribouille;44 Rue de Rivoli;48,8567371;2,3552514;33142785829;NULL;http://legribouilleparis.fr;https://www.facebook.com/legribouillemarais/;le-gribouille;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;08:00/02:00;NULL;17:00/23:00;17:00/23:00;17:00/23:00;17:00/23:00;17:00/23:00;17:00/23:00;17:00/23:00;NULL;1;0;12/02/2020 13:33;14/02/2022 10:09;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75004;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14/02/2022 09:31;97e8e13e11e2728dfcd9336caed0f259
764;Le HasBeen;218 Rue Saint-Maur;48,8735908;2,3705979;33144530608;NULL;NULL;https://www.facebook.com/lehasbeen/;le-hasbeen;11:45/15:00;11:45/01:45;11:45/01:45;11:45/01:45;11:45/01:45;17:00/01:45;NULL;NULL;NULL;17:00/20:30;17:00/20:30;17:00/20:30;17:00/20:30;17:00/20:30;17:00/20:30;NULL;1;1;12/02/2020 13:33;23/02/2022 11:05;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75010;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 11:05;b99caac3620c00a81bcd0d96c8dc237a
765;Le Hibou;16 Carrefour de l'Odéon;48,8516703;2,3385234;NULL;NULL;http://lehibou-paris.com;https://www.facebook.com/pages/Le-Hibou/583759708405486;le-hibou;08:00/02:00;08:00/02:00;08:00/02:00;08:00/02:00;08:00/03:00;08:00/03:00;08:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75006;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;15e7ec37955ecedf07bb820656c06f1a
766;Le Jojo Bar;168 Rue Saint-Martin;48,8622576;2,3520604;33144789247;NULL;NULL;NULL;le-jojo-bar;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;23/02/2022 14:27;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75003;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 14:11;ac06cddd86efd0cab8433d7c757f4c9d
767;Le Ju';16 Rue des Archives;48,8576911;2,3548054;33142781147;NULL;http://leju.business.site;https://www.facebook.com/leju.restaurant/;le-ju;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;14/03/2022 08:47;1;1;0;0;0;0;NULL;1;NULL;3;75004;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14/03/2022 08:47;5e0bb9406fd0efc9f11825247e35ad6c
768;Le Lakanal;2 Avenue René Coty;48,8332607;2,3325214;33143272025;NULL;NULL;https://www.facebook.com/lelakanal/;le-lakanal;05:00/02:00;05:00/02:00;05:00/02:00;05:00/02:00;05:00/02:00;05:00/02:00;05:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75014;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;2fb813c97cf880e3806f992d1e767466
769;Le Like Bar;12 Rue du Plâtre;48,8593292;2,3549666;NULL;NULL;http://reseau.site;https://www.facebook.com/LikeBarShow/;le-like-bar;NULL;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75004;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;2c5bec39026ac5a0ed9195adf5a0b281
770;Le Lock Groove;15 Rue Roger;48,8353282;2,3267862;33143227752;NULL;NULL;https://www.facebook.com/LeLockGroove/;le-lock-groove;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75014;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;84a6a815f203625e46a15af5ed575951
771;Le Mademoiselle;14 Avenue Philippe-Auguste;48,8502211;2,3951231;33143480222;NULL;http://lemademoiselle.fr;NULL;le-mademoiselle;10:00/02:00;10:00/02:00;10:00/02:00;10:00/02:00;10:00/02:00;10:00/02:00;NULL;NULL;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;NULL;NULL;1;0;12/02/2020 13:33;23/02/2022 15:08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75011;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 15:08;03764f76e57f3680484aa499ff988284
772;Le Marilyn;122 Rue Oberkampf;48,8659057;2,3799051;33659601695;NULL;http://lemarilynparis.com;https://www.facebook.com/lemarylin/;le-marilyn;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;NULL;1;0;12/02/2020 13:33;23/02/2022 12:36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75011;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 12:36;50de1976c02876765c0e80e8202fb135
773;Le Mauri 7;46 Rue du Faubourg Saint-Denis;48,8715984;2,3538182;33144790642;NULL;NULL;https://www.facebook.com/Le-Mauri-7-380748391972307/;le-mauri-7;08:00/01:30;08:00/01:30;08:00/01:30;08:00/01:30;08:00/01:30;08:00/01:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;16/02/2022 15:03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75010;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16/02/2022 15:03;1b475b23276cd31ec81e9873cdcd94af
774;Le Max;6 Rue de la Petite Truanderie;48,8627523;2,3482555;33767616623;NULL;http://lemax-bar.fr;https://www.facebook.com/LeMaxBar/;le-max;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;1;0;0;0;0;1;NULL;3;75001;1;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;c01fa31ee93fb71c6dcfa1c9c5d92624
775;Le MayDay;1 Rue Damrémont;48,8872799;2,3324874;33689797384;NULL;http://le-mayday.business.site;https://www.facebook.com/BarMayDay/;le-mayday;NULL;16:00/00:00;11:30/00:00;11:30/02:00;11:30/02:00;11:30/02:00;NULL;NULL;NULL;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75018;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;7889ae6201e070488efadc49c0a308aa
776;Le Melocoton Bar;10 Rue Descartes;48,8470201;2,3486967;33146331099;NULL;NULL;https://www.facebook.com/LeMelocotonBar/;le-melocoton-bar;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;17:00/22:00;17:00/22:00;17:00/22:00;17:00/22:00;17:00/22:00;17:00/22:00;17:00/22:00;NULL;1;0;12/02/2020 13:33;23/02/2022 10:45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 10:45;ce570516a018078493ea490a8a88741d
777;Le Molière;12 Rue de Buci;48,8539032;2,3372432;NULL;NULL;http://lemoliereparis.com;https://www.facebook.com/CaveABieresLeMoliere/;le-moliere;09:00/01:30;09:00/01:30;09:00/01:30;09:00/01:30;09:00/01:30;09:00/01:30;09:00/01:30;NULL;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75006;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;08a52ed2fc821c252b084ac1c90f655a
778;Le Multiplex Bar;27 Rue de la Tour d'Auvergne;48,8791702;2,3430376;33650014403;NULL;http://le-multiplex.com;https://www.facebook.com/pages/Le-Multiplex/236710109758575;le-multiplex-bar;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;13:00/02:00;08:00/00:00;NULL;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;NULL;1;0;12/02/2020 13:33;23/02/2022 10:57;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75009;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 10:57;19a4e8c9477c3e4623d0bef9c320e9e9
779;Le N'Importe Quoi;16 Rue du Roule;48,8607691;2,3439188;33140262971;NULL;http://nimportequoi.fr;https://www.facebook.com/NimporteQuoiBar/;le-nimporte-quoi;18:00/05:00-18:00/05:00;18:00/05:00-18:00/05:00;18:00/05:00-18:00/05:00;18:00/05:00-18:00/05:00;18:00/05:00-18:00/05:00;18:00/05:00-18:00/05:00;18:00/05:00-18:00/05:00;NULL;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75001;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;59ac963bd48b6e7735cd79d1cd0affef
780;Le Next;17 Rue Tiquetonne;48,864548;2,3485502;NULL;NULL;https://www.lenext.com/;https://www.facebook.com/LE.NEXT.CLUB/;le-next;NULL;19:00/05:00;19:00/05:00;19:00/05:00;19:00/05:00;19:00/05:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;17/02/2022 12:56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16/02/2022 15:43;c28da0b05bc3881b5af27d53b8ebd5e8
781;Le NordMarais;39 Rue Notre Dame de Nazareth;48,8673943;2,3577486;33142743736;NULL;http://nordmarais-restaurant.fr;https://www.facebook.com/Nordmarais-307053936091593/;le-nordmarais;NULL;00:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;18:00/02:00;NULL;NULL;NULL;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;NULL;1;0;12/02/2020 13:33;23/02/2022 13:35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75003;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 13:35;b3c4be0ea49700581fd56a2ed1c86f47
783;Le Pantalon;7 Rue Royer-Collard;48,8456814;2,3419793;NULL;NULL;NULL;https://www.facebook.com/PANTALONBAR/;le-pantalon;17:30/02:00;17:30/02:00;17:30/02:00;17:30/02:00;17:30/02:00;17:30/02:00;17:30/02:00;NULL;17:30/20:30;17:30/20:30;17:30/20:30;17:30/20:30;17:30/20:30;17:30/20:30;17:30/20:30;NULL;1;0;12/02/2020 13:33;23/02/2022 13:53;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 13:53;d37ad86d9d91ec5075fafd23c58b7a44
784;Le Perchoir;14 Rue Crespin du Gast;48,8654569;2,3820249;NULL;NULL;http://leperchoir.tv;https://www.facebook.com/leperchoir.restaurant/;le-perchoir;NULL;18:00/01:30;18:00/01:30;18:00/01:30;18:00/01:30;18:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;23/02/2022 10:18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75011;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23/02/2022 10:16;8c5590929f9ef1d6e788aef65d6c32a5
785;Le Perchoir Marais;33 Rue de la Verrerie;48,8575539;2,3539601;NULL;NULL;http://leperchoir.tv;https://www.facebook.com/LePerchoirMarais/;le-perchoir-marais;NULL;00:00/01:30;20:15/01:30;20:15/01:30;20:15/01:30;20:45/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75004;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;76135699b243c857dbc52be1d1a2b5b1
786;Le Petit Monaco;28 Rue de Picardie;48,8641726;2,3633537;33148875274;NULL;NULL;https://www.facebook.com/pages/Le-Petit-Monaco/120721871317268;le-petit-monaco;09:00/02:00;09:00/02:00;09:00/02:00;09:00/02:00;09:00/02:00;09:00/02:00;NULL;NULL;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75003;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;90a1d4da3143a96e88a0d0a01ecdd9d5
787;Le Piano Vache;8 Rue Laplace;48,8473476;2,3477475;33146337503;NULL;NULL;https://www.facebook.com/Le-Piano-Vache-100684356686008/;le-piano-vache;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;16/02/2022 14:12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16/02/2022 14:12;831e821ae7d1b32895d14113639d170f
788;Le Pick Clops;16 Rue Vieille du Temple;48,8567237;2,3570245;33140290218;NULL;NULL;https://www.facebook.com/Pick-Clops-83342789344/;le-pick-clops;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;07:00/02:00;08:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75004;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;a4223ac2b31a111d1bc681255a6d1ea3
789;Le Piment Café;15 Rue de Sévigné;48,8564249;2,3625077;33142743375;NULL;NULL;https://www.facebook.com/piment-caf%C3%A9-17272964685/;le-piment-cafe;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;1;0;12/02/2020 13:33;01/02/2022 16:37;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75004;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;342bb0182c51e7ff8760cab37982f38c
791;Le Progrès;1 Rue de Bretagne;48,8620155;2,364038;33142720144;NULL;NULL;https://www.facebook.com/pages/Le-Progres/367844916589070;le-progres;07:30/02:00;07:30/02:00;07:30/02:00;07:30/02:00;07:30/02:00;07:30/02:00;07:30/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;16/02/2022 16:07;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75003;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16/02/2022 16:07;49a2b2f09b8f99e0c4cabb43ed392e59
792;Le Proibido;34 Rue Durantin;48,8865854;2,3357739;NULL;NULL;http://proibidolifebar.wordpress.com;https://www.facebook.com/PROIBIDO/;le-proibido;16:00/01:45;16:00/01:45;16:00/01:45;16:00/01:45;16:00/01:45;12:00/01:45;12:00/01:45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;12/02/2020 13:33;13/01/2022 15:38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;75018;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:38;ddbe58dd7fe870108af0adcb725044c0
793;Le Puits Montorgueil;17 Rue Marie Stuart;48,8650043;2,3473559;33967244157;NULL;http://lepuitsmontorgueil.fr;https://www.facebook.com/lepuitsmontorgueil/;le-puits-montorgueil;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;NULL;1;0;12/02/2020 13:33;23/02/2022 16:02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;75002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16/02/2022 16:52;d194c52a2dc678c7f731811a43f9d109
